id,name,totalUnits,residentsCount,lat,lng
3075,The Highbridge,39,18,40.838479,-73.9367931
3076,Edgecombe Parc,49,14,40.8387144,-73.9369924
3077,618 W 143rd St,86,21,40.8254974,-73.9526687
3078,Hudson 192,63,18,40.8574499,-73.9325971
3079,Perch Harlem,34,25,40.8310502,-73.946223
3080,670 Riverside Dr,59,11,40.8264621,-73.952032
3083,251 W 117th St,72,43,40.8046429,-73.9535018
3084,The Rennie,134,32,40.8168816,-73.9419981
3085,CL Tower,60,13,40.801188,-73.937242
3086,2205 3rd Ave,64,24,40.8006015,-73.9375895
3094,The Heritage,600,65,40.7964299,-73.947782
3109,505 W 47th St,108,11,40.763305,-73.9937922
3111,310 Clarkson Ave,170,31,40.6553128,-73.949713
3113,1 Union Square S,240,28,40.7342037,-73.9900245
3117,400 5th Ave,190,31,40.7500752,-73.9837835
3120,208 Delancey St,76,55,40.7175666,-73.9832325
3121,Eagle & West,745,126,40.7352428,-73.9602632
3123,401 E 62nd St,13,14,40.7614676,-73.9601862
3137,310 W 56th St,115,29,40.7661814,-73.9841508
3139,Greene,130,56,40.7453084,-73.9445819
3140,Bevel LIC,195,13,40.7497287,-73.9406204
3141,Gotham Point,1132,325,40.7387592,-73.9607918
3142,Luna LIC,142,18,40.7501277,-73.9407123
3143,37-05 30th St,186,32,40.7549346,-73.9320201
3148,783 Knickerbocker Ave.,38,24,40.6929624,-73.9078421
3151,The Soho Abbey,147,20,40.7243757,-73.993916
3213,22 Chapel St,180,39,40.6968811,-73.9857122
3241,380 Montgomery Street,-,14,40.7201425,-74.0520416
3244,2319 3rd Avenue,-,69,40.8042046,-73.9352508
3267,94 North 3rd Street,75,10,40.7167075,-73.9623217
3274,2385 Third Avenue,301,16,40.8085632,-73.9319716
3314,220 North 10th Street,2,19,40.718129,-73.9540295
3368,11-39 49th Avenue,194,12,40.742871,-73.949913
3385,146-147 94th Avenue,380,69,40.6990192,-73.8069764
3410,1430 Fulton Street,115,10,40.6798959,-73.9433528
3415,20 Broad Street,2,20,40.7067854,-74.0113571
3419,"30 River Court, Jersey City, NJ, USA, 07310",-,52,40.7276445,-74.0309034
3420,2959 Northern Boulevard,1,23,40.7501334,-73.9362029
3434,555 Mount Prospect Avenue,193,19,40.770684,-74.167695
3441,130 Water Street,2,13,40.7056932,-74.0071228
3456,1 North 4th Street,3,10,40.7193007,-73.9640252
3479,321 East 22nd Street,118,10,40.7369187,-73.980294
3496,244 Saint Pauls Avenue,99,14,40.737671,-74.062214
3498,248 North 8th Street,104,20,40.7161982,-73.9540295
3506,2 Marine View Plaza,216,16,40.7399824,-74.0285951
3509,180 10th Street,128,21,40.7289692,-74.0409185
3526,450 West 42nd Street,671,21,40.7589624,-73.9943229
3547,333 Grand Street,221,46,40.7162677,-74.0487852
3569,315 15th Street,394,73,40.7327847,-74.0461682
3586,90 Sands Street,488,20,40.6998066,-73.9872353
3588,"200 Greene Street, Jersey City, NJ, USA, 07311",-,15,40.7201281,-74.034476
3643,Jersey City Boulevard,-,15,40.7072271,-74.0578401
3651,1 Harborside Place,-,10,40.7196517,-74.0322581
3670,2 Ash Street,93,33,40.7141073,-74.056719
3688,1101 President Street,335,51,40.668707,-73.954085
3707,130 Hope Street,143,46,40.7120895,-73.9530433
3712,234 Suydam Avenue,80,37,40.7088127,-74.0615463
3716,880 Bergen Avenue,56,16,40.7290014,-74.0657894
3760,91 Boerum Street,387,13,40.7060408,-73.9459317
3888,84-10 Main Street,118,11,40.713163,-73.8172993
3931,56- 27 2nd Street,443,59,40.7386432,-73.960714
3935,14725 94th Avenue,534,37,40.6995387,-73.806146
3936,1010 Pacific Street,175,25,40.6792676,-73.9601154
3975,239 North 9th Street,79,31,40.7168295,-73.9528393
3985,15 Carbon Place,198,48,40.712444,-74.0931483
4050,100 Dudley Street,173,33,40.7126771,-74.0389113
4069,200 North 11th Street,54,14,40.7190361,-73.9539871
4114,178 North 11th Street,50,28,40.7194569,-73.9546336
4136,1309 5th Avenue,272,11,40.7971721,-73.9486175
4164,31 Debevoise Street,45,32,40.7018485,-73.9417151
4172,331 Pine Street,98,22,40.713907,-74.0567839
4190,53 Broadway,75,29,40.7107645,-73.9663357
4275,711 Amsterdam Avenue,195,15,40.7929157,-73.9707784
4284,4705 Center Boulevard,380,17,40.7459298,-73.9564103
4296,869 Park Avenue,44,24,40.6988805,-73.9403449
4326,26 University Place Boulevard,199,52,40.7118408,-74.0927728
4464,25 Bruckner Boulevard,67,16,40.8074797,-73.9284963
4538,2 North 6th Street,554,17,40.7208382,-73.963485
4605,1128 30th Drive,137,11,40.769598,-73.933419
4606,618 Bushwick Avenue,100,12,40.6979427,-73.9338925
4690,10 Church Towers,131,10,40.7426705,-74.0344702
4697,121 Garabrant Street,80,36,40.7125136,-74.0559926
4775,150 50th Avenue,619,27,40.7433161,-73.9590139
4794,1137 31st Avenue,110,12,40.769328,-73.933866
4821,111 Centre Ave,333,48,40.9065301,-73.7833633
4908,1 Wall Street,126,11,40.7071061,-74.0118801
5019,101 Bedford Avenue,351,41,40.7202946,-73.9544731
5061,112 West 72nd Street,62,11,40.7773257,-73.9793528
5102,310 10th Street,163,100,40.729546,-74.0473624
5106,185 South 4th Street,47,15,40.7112253,-73.9605381
5122,450 Kent Avenue,142,15,40.7087465,-73.9685874
5145,562 West End Avenue,77,11,40.7896709,-73.9769193
5258,20 West 64th Street,655,30,40.7713091,-73.9805769
5288,605 Hart Street,27,22,40.6979876,-73.9279372
5350,1385 York Avenue,289,26,40.7679086,-73.9535088
5357,7002 Boulevard East,165,25,40.7903567,-74.0004881
5367,393 Weirfield Street,-,25,40.695909,-73.9066113
5497,336 Himrod St,63,25,40.7023945,-73.9174658
5516,1200 Frank E Rodgers Boulevard South,-,13,40.7356519,-74.1543755
5528,522 West 157th Street,-,11,40.8332339,-73.9433535
5542,11 East 1st Street,-,11,40.724342,-73.9917504
5639,1763 2nd Avenue,323,74,40.7817855,-73.9495346
5643,103 South Wood Avenue,-,12,40.62961,-74.249066
5690,100 South Wood Avenue,-,11,40.6292431,-74.2495053
5716,111-32 76th Avenue,-,12,40.716934,-73.8363422
5734,1137 Westchester Ave,51,37,41.0112809,-73.7246624
5936,4901 Bergenline Avenue,-,47,40.7823007,-74.0215893
5966,525 East 14th Street,105,11,40.7302732,-73.979105
6069,88 Clifton Place,241,48,40.7202745,-74.0645732
6097,11 Avenue at Port Imperial,317,29,40.7841296,-74.0043247
6157,1 Towne Centre,37,16,40.8286289,-73.9872728
6173,689 Marin Boulevard,209,13,40.7359856,-74.0390548
6235,2708 Snyder Avenue,105,20,40.6486719,-73.9519348
6294,118-123 83rd Avenue,79,41,40.7082211,-73.8341177
6446,1320 York Avenue,544,107,40.7658246,-73.9541459
6539,455 West 44th Street,35,11,40.7608682,-73.993872
6583,200 East 17th Street,60,12,40.6456538,-73.9636266
6593,110 Bleecker Street,178,12,40.7270373,-73.9981345
6639,435 East 70th Street,393,91,40.7659324,-73.955058
6655,215 W 101st St,85,36,40.7977815,-73.9690067
6659,1380 York Avenue,78,10,40.767884,-73.9526589
6660,Dixon Mills,467,42,40.7210985,-74.0492876
6661,227 Columbus Drive,1,23,40.7212979,-74.0493837
6686,568 Union Avenue,95,23,40.7178417,-73.9518014
6697,33-01 38th Avenue,90,12,40.7529237,-73.9299773
6739,1831 Madison Avenue,129,15,40.8021443,-73.9430084
6781,635 East 14th Street,95,12,40.7290511,-73.9760708
6789,285 Avenue C,105,15,40.7310139,-73.97534
6793,283 Avenue C,105,16,40.7307554,-73.9757301
6795,620 East 20th Street,89,16,40.7326138,-73.9748294
6810,624 East 20th Street,96,10,40.7320205,-73.9758297
6827,523 East 14th Street,105,19,40.7301169,-73.9796183
6830,615 East 14th Street,91,10,40.7294292,-73.9769944
6835,653 East 14th Street,97,12,40.7301095,-73.9764284
6842,625 East 14th Street,91,13,40.7291361,-73.9772798
6864,649 East 14th Street,95,11,40.730356,-73.977063
6908,16 Stuyvesant Oval,105,17,40.7315493,-73.975787
6909,540 East 20th Street,91,11,40.732908,-73.9758225
6910,20 Stuyvesant Oval,103,10,40.7322297,-73.9765145
6914,440 East 20th Street,93,17,40.733947,-73.9783733
6962,540 Fulton St,336,57,40.6887316,-73.9813458
6973,524 East 20th Street,105,20,40.7327201,-73.9771207
6975,601 East 20th Street,2,11,40.7334017,-73.9750661
6977,8 Peter Cooper Road,126,12,40.7340466,-73.9752499
6978,541 East 20th Street,119,14,40.73348,-73.9756168
6982,7 Peter Cooper Road,119,11,40.7345317,-73.9752721
6998,63 Roebling Street,54,18,40.7167728,-73.9542167
6999,212 North 9th Street,33,13,40.717726,-73.9548047
7001,247 North 7th Street,66,16,40.7159484,-73.9544024
7008,544 Union Avenue,96,19,40.7171238,-73.9518307
7059,373 Wythe Avenue,88,35,40.7122355,-73.9657892
7064,428 Wythe Avenue,36,18,40.711304,-73.9666502
7080,34 North 6th Street,251,14,40.7199971,-73.962886
7107,244 West 72nd Street,85,14,40.779173,-73.9836687
7153,7004 JFK Boulevard East,1,20,40.7911564,-73.9996663
7158,7000 JFK Boulevard East,3,50,40.7903644,-74.0007528
7177,25 Boerum Street,387,16,40.7056195,-73.949162
7195,Washington Square Village,1885,79,40.7269406,-73.9966687
7236,415 Newark Street,79,29,40.7369454,-74.0371919
7250,300 Grand Street,99,32,40.741069,-74.0357224
7269,345 South End Avenue,2,11,40.711034,-74.0162083
7273,450 North End Avenue,151,47,40.7172551,-74.0138227
7294,525 East 13th Street,47,11,40.7293409,-73.979636
7314,70-65 Queens Boulevard,91,12,40.7398551,-73.8917182
7395,446 Kent Avenue,75,28,40.7088267,-73.9693804
7398,60 South 8th Street,212,21,40.7096502,-73.9671697
7401,65 South 11th Street,58,20,40.7076939,-73.9665647
7486,46-20 11th Street,43,15,40.7459366,-73.9508193
7494,47-33 5th Street,30,13,40.744933,-73.955537
7520,185 East 85th Street,444,71,40.7786303,-73.9548117
7523,311 11th Avenue,703,83,40.7531594,-74.004505
7531,17 Avenue at Port Imperial,370,29,40.782749,-74.0053472
7540,800 Harbor Boulevard,810,19,40.7590685,-74.0245962
7542,25 Avenue at Port Imperial,304,66,40.7797127,-74.0098779
7549,37-46 72nd Street,154,12,40.7473294,-73.8939464
7557,301 East 94th Street,109,23,40.7829968,-73.9475432
7567,1755 York Avenue,329,19,40.7794893,-73.9447028
7568,1305 Paterson Plank Road,324,10,40.7659742,-74.0442231
7587,1100 Avenue at Port Imperial,325,11,40.7739584,-74.012563
7595,250 East 63rd Street,182,14,40.7632383,-73.9631409
7602,1998 2nd Avenue,202,29,40.7884893,-73.943643
7604,243 West 28th Street,233,43,40.7482038,-73.9951756
7613,145 4th Avenue,210,17,40.7341707,-73.9896761
7652,140 East 46th Street,201,12,40.7536619,-73.9740156
7676,301 West 57th Street,295,10,40.767078,-73.9831196
7688,62-11 108th Street,182,14,40.7367267,-73.8512349
7715,1 Marine View Plaza,216,13,40.7407557,-74.0280426
7734,330 Angelo Cifelli Drive,330,18,40.741127,-74.156752
7743,10 Commerce Drive,172,24,40.9139209,-73.7804204
7753,7 Navy Pier Court,471,13,40.6296235,-74.0738894
7756,198 Academy Street,69,19,40.727635,-74.062963
7789,431 West 37th Street,99,20,40.7561226,-73.9964617
7790,33 University Place Boulevard,144,45,40.7117638,-74.0945839
7795,55 Clinton Place,352,11,40.907815,-73.781706
7801,253 Academy Street,79,25,40.7285953,-74.065101
7825,104-60 Queens Boulevard,451,28,40.7231615,-73.8491271
7829,20 River Terrace,292,11,40.7167428,-74.0161035
7838,57 Alexander Street,440,64,40.939201,-73.9019059
7841,300 Somerset Street,276,22,40.7402034,-74.1567509
7894,2930 Rockaway Avenue,231,35,40.6422451,-73.6573461
7913,148-33 90th Avenue,90,17,40.703877,-73.805813
7917,226 West 78th Street,44,10,40.7826343,-73.9799267
7934,55 Suffolk Street,351,27,40.7170167,-73.9874699
7939,1751 2nd Avenue,259,36,40.7813419,-73.9495509
8031,50 Bayard Street,168,23,40.7154053,-73.9972051
8049,200 Angelo Cifelli Drive,505,13,40.741616,-74.1590796
8063,33 Bowery,8,15,40.7148927,-73.9964194
8064,122 Ashland Place,184,12,40.6924468,-73.9793474
8074,555 West 38th Street,620,22,40.7582839,-73.9997631
8145,"56 Beacon Way,",128,42,40.7214899,-74.0639602
8147,100 Clifton Place,271,57,40.7209468,-74.0639996
8150,424 Arlington Avenue,36,34,40.7156311,-74.0690596
8213,347 West 55th Street,97,12,40.7662998,-73.9855281
8224,210 Warren Street,273,35,40.7169224,-74.0149331
8257,123 William Street,22,11,40.7094756,-74.0072955
8420,201 East 86th Street,257,13,40.779065,-73.9535671
8443,212 Warren Street,166,17,40.7173843,-74.0159379
8446,300 North End Avenue,188,22,40.7167158,-74.0142106
8534,95 Worth Street,147,19,40.7162061,-74.0040725
8583,176 East 85th Street,36,12,40.7781693,-73.9551397
8591,371 Madison Street,120,15,40.7137732,-73.9814933
8600,455 FDR Drive,290,13,40.7129147,-73.9781378
8610,268 East Broadway,331,11,40.7149518,-73.9851007
8630,115 Ocean Avenue,96,13,40.6603441,-73.9622078
8648,84 William Street,121,31,40.7080047,-74.0077256
8782,20 Himrod Street,61,17,40.6944759,-73.9252146
8806,123-60 83rd Avenue,196,13,40.7115111,-73.8260304
9099,1 Northside Piers,169,17,40.719249,-73.963953
9133,280 East 134th Street,110,12,40.807816,-73.9282236
9249,1001 Bushwick Avenue,34,14,40.6918058,-73.9217221
9322,1 Main Street,124,19,40.7033995,-73.9904851
9331,255 West 43rd Street,653,15,40.7578459,-73.9885844
9497,2 Washington Square Village,327,42,40.7282871,-73.9964456
9585,505 LaGuardia Place,180,15,40.7271215,-73.999003
9828,15 Warren Street,219,21,40.7117198,-74.0403858
9889,320 East 65th Street,73,14,40.7637938,-73.9608256
9970,352 West 46th Street,31,15,40.7604375,-73.9900084
10056,104-60 Queens Blvd,451,12,40.7230491,-73.8491201
10101,555 West 52nd Street,96,14,40.7670979,-73.9931014
10127,885 10th Avenue,37,17,40.7697379,-73.9884846
10148,6040 JFK Boulevard East,428,12,40.7852593,-74.0072298
10151,325 East 64th Street,87,17,40.763499,-73.960933
10187,1420 York Avenue,97,23,40.7690013,-73.9518302
10188,508 East 79th Street,46,11,40.7709509,-73.9497792
10262,217 East 16th Street,17,13,40.6451808,-73.963971
10269,1911 Albemarle Road,83,12,40.6474622,-73.9613224
10387,45-35 44th Street,94,21,40.7423171,-73.9205094
10425,400 East 21st Street,52,13,40.644441,-73.9591725
10486,83-15 Lefferts Boulevard,89,16,40.7054781,-73.8312949
10515,62-60 99th Street,-,54,40.7330762,-73.8579167
10522,82-67 Austin Street,147,26,40.7097686,-73.829804
10526,44-15 43rd Avenue,81,14,40.7453498,-73.9195923
10527,8300 Talbot Street,76,33,40.7094895,-73.8290353
10655,41-06 50th Street,67,11,40.7459075,-73.9146113
10657,50-05 43rd Avenue,72,10,40.7446872,-73.9142715
10658,47-09 Skillman Avenue,60,10,40.7465578,-73.9165657
10792,83-11 139th Street,52,11,40.7126342,-73.8194141
10799,54 Boerum Street,387,15,40.7049578,-73.9466822
10800,444 East 20th Street,95,13,40.7335006,-73.9793461
10803,83-20 141st Street,104,13,40.7124802,-73.8186888
10807,55-05 Woodside Avenue,150,20,40.747018,-73.9084583
10814,140-10 84th Drive,61,11,40.7095956,-73.8164123
10850,2455 Third Avenue,-,27,40.8094575,-73.9299359
10862,30 Montrose Avenue,387,16,40.7063397,-73.9487946
10894,34-46 Vernon Boulevard,-,25,40.764816,-73.9419593
10901,121 East 131st Street,-,11,40.808752,-73.935622
10904,1951 Park Avenue,-,14,40.809304,-73.9356521
10908,1-15 57th Avenue,-,34,40.7393481,-73.9615683
10935,18 Stanhope Street,26,13,40.6947706,-73.9259933
10942,67-15 102nd Street,-,13,40.7274515,-73.8513717
10954,800 Avenue at Port Imperial,-,32,40.7753401,-74.0117725
11053,408 West 34th Street,-,16,40.753344,-73.997081
11068,23 University Place Boulevard,-,51,40.7112756,-74.0941722
11113,83-60 118th Street,125,15,40.7053539,-73.83462
11117,82-76 116th Street,30,11,40.7072645,-73.8368062
11119,83-30 118th Street,110,29,40.7061892,-73.8349541
11120,196 Clinton Avenue,98,15,40.6920966,-73.9691137
11122,51 Garden Street,115,13,40.7361776,-74.0329393
11124,50 Bloomfield Street,62,11,40.7360919,-74.0325184
11149,406 Jefferson Street,68,21,40.7428558,-74.0372882
11154,"372 Central Park West, Manhattan, NY, USA, 10025",414,10,40.7929307,-73.964818
11157,551 Observer Highway,104,12,40.7369444,-74.0402761
11162,"101 Clinton Street, Hoboken, NJ, USA, 07030",65,27,40.7384886,-74.0352067
11170,509 West 110th Street,94,14,40.8035179,-73.964404
11184,29-22 Northern Boulevard,456,66,40.7493967,-73.9361199
11188,100 Montgomery Street,-,18,40.7171519,-74.0380451
11222,100 Marshall Street,81,31,40.7400158,-74.0430071
11223,100 Paterson Plank Road,120,39,40.7404691,-74.043954
11225,600 Harrison Street,46,25,40.7457921,-74.0402497
11226,401 Jackson Street,21,11,40.7432921,-74.0394226
11227,500 East 77th Street,-,16,40.7695627,-73.9507999
11249,501 9th Street,160,16,40.748532,-74.0358196
11254,800 Jackson Street,98,21,40.7483666,-74.0384786
11279,1104 Bedford Avenue,32,18,40.686925,-73.954921
11283,85-10 120th Street,72,12,40.702562,-73.831363
11290,322 Gates Avenue,-,13,40.6856524,-73.9540291
11310,210 Thompson Street,66,14,40.7287319,-73.9991467
11363,210 West 109th Street,19,11,40.8025845,-73.9652108
11535,11-12 30th Drive,-,13,40.7701456,-73.9340692
11551,414 Gerard Avenue,210,28,40.8170743,-73.9298602
11585,376 Stockton Street,81,45,40.6974136,-73.9368826
11595,885 Park Avenue,34,11,40.6989333,-73.9397178
11605,82-77 116th Street,55,38,40.7069487,-73.8361721
11609,118-14 83rd Avenue,78,11,40.707302,-73.834321
11612,119-14 Union Turnpike,46,11,40.7128749,-73.832987
11624,390 Hooper Street,47,15,40.709846,-73.9520811
11625,393 Hewes Street,35,11,40.7086282,-73.9513529
11679,1704 Ocean Avenue,58,13,40.620359,-73.955826
11703,The Summit,99,36,40.7199054,-74.0667734
11777,42-12 28th Street,449,26,40.7495185,-73.9394661
11819,2 Constitution Court,159,42,40.7521593,-74.0241534
11846,147-40 Archer Avenue,476,12,40.7007188,-73.8067283
11854,216 Rockaway Avenue,359,12,40.6755147,-73.9116407
11878,249 Thomas S Boyland Street,362,16,40.6756895,-73.9132261
11888,189-04 64th Avenue,156,17,40.7388318,-73.7838458
11897,188-04 64th Avenue,156,15,40.7384328,-73.784924
11934,189-02 64th Avenue,156,16,40.7390653,-73.783771
11965,600 Hudson Street,39,11,40.7434809,-74.0282221
11969,1015 Washington Street,8,13,40.7490239,-74.027053
11988,220 East 22nd Street,131,30,40.737589,-73.9827045
12095,2-01 50th Avenue,332,27,40.743919,-73.9584552
12265,3 Washington Square Village,313,20,40.7276793,-73.9976044
12287,8201 19th Avenue,61,10,40.607871,-73.998016
12297,676 Riverside Drive,73,18,40.8267094,-73.9520091
12305,3495 Broadway,76,10,40.8249801,-73.9518471
12379,889 Bushwick Avenue,54,18,40.6939414,-73.9250767
12455,200 East 131st Street,140,12,40.8085843,-73.9352268
12541,1201 Hudson Street,102,27,40.7508206,-74.0255295
12543,1333 Hudson Street,94,20,40.7527002,-74.0245992
12553,1001 Clinton Street,33,13,40.7494095,-74.0318365
12564,917 Clinton Street,51,13,40.7489195,-74.0318713
12575,1200 Clinton Street,160,23,40.7524829,-74.0317962
12576,1313 Grand Street,48,13,40.7532166,-74.0317177
12587,1622 Ocean Parkway,50,13,40.6089127,-73.9682642
12647,375 South End Avenue,584,19,40.7115779,-74.0172087
12664,35 Seacoast Terrace,383,14,40.5768442,-73.9563774
12673,90 Christopher Columbus Drive,579,37,40.7194159,-74.0409794
12735,760 Eldert Lane,295,11,40.6717865,-73.8637238
12762,44-28 Purves Street,257,12,40.7466779,-73.941108
12809,520 West 48th Street,109,13,40.7638202,-73.9941595
12863,6700 192nd Street,280,21,40.7374652,-73.783571
12951,6400 Saunders Street,73,18,40.7286188,-73.8616623
12954,64-41 Saunders Street,104,11,40.728491,-73.859983
12979,103-11 68th Drive,78,10,40.7241595,-73.8506846
12982,99-45 67th Road,131,15,40.7249612,-73.8541737
12988,67-76 Booth Street,129,18,40.724533,-73.852131
12994,65 Maple Street,72,21,40.711576,-74.0585289
13019,68-12 Yellowstone Boulevard,149,12,40.7258102,-73.8485031
13025,67-70 Yellowstone Boulevard,112,14,40.7265923,-73.849054
13029,6945 108th Street,103,14,40.7241747,-73.8448459
13089,6050 JFK Boulevard East,5,20,40.7848466,-74.0063612
13152,75-05 113th Street,93,11,40.7193051,-73.8357035
13158,108-25 72nd Avenue,66,12,40.720213,-73.842427
13161,75-40 Austin Street,95,12,40.7163524,-73.8377252
13163,109-15 Queens Boulevard,77,14,40.7206441,-73.8410999
13168,109-05 72nd Avenue,66,17,40.7210313,-73.8415759
13225,119-49 Union Turnpike,60,11,40.7142242,-73.832155
13226,45 Kew Gardens Road,96,16,40.7125581,-73.8289149
13240,109-20 Queens Boulevard,65,11,40.7198175,-73.8412403
13242,70 Christopher Columbus Drive,534,36,40.7190489,-74.0403796
13253,110-20 73rd Road,75,15,40.7182073,-73.8388095
13261,110-21 73rd Road,72,12,40.7185326,-73.8394712
13283,72-72 112th Street,118,16,40.7198862,-73.8378877
13418,89-46 164th Street,175,33,40.7061474,-73.7967583
13560,109-20 71st Road,66,13,40.721255,-73.842001
13566,70-01 113th Street,65,11,40.7235197,-73.8389471
13573,104-20 Queens Boulevard,428,12,40.723795,-73.8501057
13577,110-48 72nd Avenue,48,10,40.7212563,-73.8391387
13582,72-11 110th Street,55,10,40.7206033,-73.840482
13653,270 Johnston Avenue,170,30,40.7115222,-74.0555089
13680,500 Sterling Place,77,25,40.6739969,-73.9617899
13712,98-30 67th Avenue,122,14,40.7246914,-73.8549228
13716,102-30 66th Road,252,14,40.7284716,-73.8505211
13720,99-72 66th Road,165,17,40.7281145,-73.8525308
13721,99-52 66th Road,160,10,40.7278412,-73.852798
13737,99-40 63rd Road,193,16,40.7324206,-73.8555724
13903,108-60 Horace Harding Expressway,-,31,40.7373537,-73.849641
13906,108-75 62nd Drive,-,23,40.7366926,-73.8488836
14015,86-25 Van Wyck Expressway,-,18,40.7067121,-73.8178749
14056,97-25 64th Avenue,-,10,40.7301492,-73.8597685
14167,460 Neptune Avenue,396,14,40.579147,-73.9709488
14176,60 East 8th Street,390,10,40.73058,-73.9931058
14222,64-33 99th Street,96,10,40.7300664,-73.8553541
14270,16-42 Putnam Avenue,-,10,40.6991025,-73.9076304
14361,63-07 Saunders Street,-,10,40.7301785,-73.8647404
14364,62-65 Saunders Street,-,12,40.7309277,-73.8665616
14377,64-20 Saunders Street,-,15,40.7281994,-73.8604411
14410,64-45 Booth Street,-,12,40.7278887,-73.8606057
15344,1 Park Avenue,-,16,40.8839204,-74.0388058
15521,160 West 97th Street,157,10,40.7942692,-73.9691767
15656,144 Summit Avenue,99,10,40.7199578,-74.0666789
16003,Yorkville Tower 1,384,22,40.782363,-73.9510423
16015,1601 3rd Avenue,304,14,40.781306,-73.9514716
16104,235 East 95th Street,385,39,40.7840057,-73.9478162
16241,475 Washington Boulevard,-,19,40.7239084,-74.0366423